identifier 3,identifier,identifier 2,project_title,project_abstract,project_url,digital_origin,form,object_in_context,public_note,physicalDescription_note,physicalDescription_note 2,subject_geographic 1,subject_geographic 2,subject_geographic 3,subject_geographic 4,subject_geographic 5,item_type,language,title_initial_article,title,rights,collection,collection_identifier,repository,name,record_source,file_thumbnail_URL,date_text,date_single_start,date_range_end,date_qualifier,public_note 2,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,subject_topical 5,subject_name 1,subject_name 2
0012_000603_000360_0001,derris_728,derris:728,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A728,Transcribed from slide mount: cabin at Rich Mt Tower,Film type: Kodachrome Transparency,,Rich Mountain Tower,,,,,still image,zxx,,Warden's Cabin at Rich Mountain Tower,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A728/datastream/TN/view/Warden%27s%20Cabin%20at%20Rich%20Mountain%20Tower.jpg,1960-10-20,1960-10-20,,,,,,,,,,
0012_000603_000449_0001,derris_817,derris:817,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A817,Transcribed from slide mount: Wears Valley,Film type: GEMounts,,"Wear Cove (Tenn.) | Coordinates: 35.73287, -83.60795",,,,,still image,zxx,,Wears Valley,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A817/datastream/TN/view/Wears%20Valley.jpg,1961-11-03,1961-11-03,,,,,,,,,,
0012_000603_000205_0001,derris_573,derris:573,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A573,Transcribed from slide mount: Alum Cave,Film type: Kodachrome Transparency,,"Alum Cave (Tenn.) | Coordinates: 36.48925, -83.92353",Alum Cave Trail (Tenn.),,,,still image,zxx,,Alum Cave Trail,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A573/datastream/TN/view/Alum%20Cave%20Trail.jpg,Undated,1940,1969,inferred,Dates inferred from archival collection dates.,,,,,,,
0012_000603_000336_0001,derris_704,derris:704,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A704,Transcribed from slide mount: near stone face in Little River Gorge,Film type: Kodachrome Transparency,Camera setting: 11 on B 1-sec. on ∞,Little River (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh91003381,"Little River Road (Tenn.) | 35.66924, -83.58838",,,,still image,zxx,,Little River in Winter,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A704/datastream/TN/view/Little%20River%20in%20Winter.jpg,1953-11-27,1953-11-27,,,,,,,,,,
0012_000603_000501_0001,derris_869,derris:869,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A869,Transcribed from slide mount: white trillum[sp.],Film type: Kodachrome Transparency,Camera setting: 11@4ft; ; flash on 25 no phot [sp.],,,,,,still image,zxx,,White Trillium,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A869/datastream/TN/view/White%20Trillium.jpg,1955-04-17,1955-04-17,,,,White Erect Trillium,White Wakerobin,,,,,
0012_000603_000496_0001,derris_864,derris:864,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A864,Transcribed from slide mount: Jack in the Pulpit,Film type: Kodachrome Transparency,Camera setting: flash,,,,,,still image,zxx,,Jack in the Pulpit,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A864/datastream/TN/view/Jack%20in%20the%20Pulpit.jpg,1959-05,1959-05,,,,Jack-in-the-pulpit | http://id.loc.gov/authorities/subjects/sh92006468,Indian Turnip,,,,,
0012_000603_000335_0001,derris_703,derris:703,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A703,Transcribed from slide mount: A.M.,Film type: Kodachrome Transparency,Camera setting: 56@25 ∞ on 56,Little River (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh91003381,,,,,still image,zxx,,Little River in the Morning,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A703/datastream/TN/view/Little%20River%20in%20the%20Morning.jpg,1957-10-18,1957-10-18,,,,,,,,,,
0012_000603_000364_0001,derris_732,derris:732,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A732,Transcribed from slide mount: Rich Mt about 9AM,Film type: Kodachrome Transparency,Camera setting: 8-11@50 on ∞; with sky filter,Rich Mountain,,,,,still image,zxx,,On Rich Mountain,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A732/datastream/TN/view/On%20Rich%20Mountain.jpg,1954-04-05,1954-04-05,,,,,,,,,,
0012_000603_000473_0001,derris_841,derris:841,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A841,Transcribed from slide mount: Wears Valley,Film type: Kodachrome Transparency,,"Wear Cove (Tenn.) | Coordinates: 35.73287, -83.60795",,,,,still image,zxx,,Wears Valley,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A841/datastream/TN/view/Wears%20Valley.jpg,1960-11-05,1960-11-05,,,,,,,,,,
0012_000603_000481_0001,derris_849,derris:849,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A849,Transcribed from slide mount: Wears Valley,Film type: Kodachrome Transparency,Camera setting: 7@25 on 7 Pola meter 11,"Wear Cove (Tenn.) | Coordinates: 35.73287, -83.60795",,,,,still image,zxx,,Wears Valley,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A849/datastream/TN/view/Wears%20Valley.jpg,1956-10-24,1956-10-24,,,,,,,,,,
0012_000603_000292_0001,derris_660,derris:660,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A660,Transcribed from slide mount: Fighting Creek Gap; 12-noon,Film type: Kodachrome Transparency,Camera setting: 7@25 ∞ on 7 Pola,"Fighting Creek Gap (Tenn.) | Coordinates: 35.67176, -83.58072",,,,,still image,zxx,,Fighting Creek Gap in Autumn,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A660/datastream/TN/view/Fighting%20Creek%20Gap%20in%20Autumn.jpg,1958-10-29,1958-10-29,,,,,,,,,,
0012_000603_000270_0001,derris_638,derris:638,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A638,Transcribed from slide mount: Chimneys,Film type: Kodachrome Transparency,Camera setting: 45@25 on 45,"Chimney Tops (Tenn.) | Coordinates: 35.62999, -83.47803",,,,,still image,zxx,,Chimney Tops in Autumn,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A638/datastream/TN/view/Chimney%20Tops%20in%20Autumn.jpg,1956-10-22,1956-10-22,,,,,,,,,,
0012_000603_000290_0001,derris_658,derris:658,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A658,,Film type: Kodachrome Transparency,,"Clingmans Dome (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh2013001541 | Coordinates: 35.56287, -83.4985","Forney Ridge Parking Lot (N.C.) | Coordinates: 35.55648, -83.49488",Clingmans Dome Parking Lot (N.C.),,,still image,zxx,,Clingmans Dome Parking Lot,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A658/datastream/TN/view/Clingmans%20Dome%20Parking%20Lot.jpg,Undated,1940,1969,inferred,Dates inferred from archival collection dates.,,,,,,,
0012_000603_000451_0001,derris_819,derris:819,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A819,Transcribed from slide mount: Wears Valley. Lake Marion,Film type: Kodachrome Transparency,,Lake Marion,"Wear Cove (Tenn.) | Coordinates: 35.73287, -83.60795",,,,still image,zxx,,Lake Marion in Wears Valley,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A819/datastream/TN/view/Lake%20Marion%20in%20Wears%20Valley.jpg,1960-11-03,1960-11-03,,,,,,,,,,
0012_000603_000440_0001,derris_808,derris:808,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A808,Transcribed from slide mount: Louisa Walker,Film type: Kodachrome Transparency,Camera setting: 7@50 at 4ft.,Walker Sisters Cabin,,,,,still image,zxx,,Louisa Walker,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A808/datastream/TN/view/Louisa%20Walker.jpg,1958-06-13,1958-06-13,,,,,,,,,"Walker, Louisa",
0012_000603_000438_0001,derris_806,derris:806,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A806,"Transcribed from slide mount: Margaret Walker, Louisa Walker. The last 2 of the famous 5- sisters; address Great Smokey [sp.] Mts Nat. Park; mail route #7- Sevierville-Tenn.; Mrs Dr Abbott of Elgin Ill.",Film type: Kodachrome Transparency,Camera setting: 7@50 at 10ft.,Walker Sisters Cabin,,,,,still image,zxx,,Margaret and Louisa Walker,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A806/datastream/TN/view/Margaret%20and%20Louisa%20Walker.jpg,1956-06-26,1956-06-26,,,,,,,,,"Walker, Louisa","Walker, Margaret"
0012_000603_000480_0001,derris_848,derris:848,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A848,Transcribed from slide mount: Wears Valley,Film type: Kodachrome Transparency,Camera setting: 56@25 ∞ on 56 Pola,"Wear Cove (Tenn.) | Coordinates: 35.73287, -83.60795","Headrick Chapel (Tenn.) | Coordinates: 35.69981, -83.67989",,,,still image,zxx,,Wears Valley,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A848/datastream/TN/view/Wears%20Valley.jpg,1958-10-30,1958-10-30,,,,,,,,,,
0012_000603_000530_0001,derris_898,derris:898,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A898,Transcribed from slide mount: white Mt Laurel with maroon lines in petals,Film type: Kodachrome Transparency,"Camera setting: 8@50 3.5ft 13.5""",,,,,,still image,zxx,,White Mountain Laurel with Maroon Lines in Petals,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A898/datastream/TN/view/White%20Mountain%20Laurel%20with%20Maroon%20Lines%20in%20Petals.jpg,1955-05-19,1955-05-19,,,,Mountain Laurel | http://id.loc.gov/authorities/subjects/sh85087782,,,,,,
0012_000603_000483_0001,derris_851,derris:851,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A851,Transcribed from slide mount: Wears Valley,Film type: Kodachrome Transparency,Camera setting: 8@50 on ∞ plain,"Wear Cove (Tenn.) | Coordinates: 35.73287, -83.60795","Headrick Chapel (Tenn.) | Coordinates: 35.69981, -83.67989",,,,still image,zxx,,Wears Valley,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A851/datastream/TN/view/Wears%20Valley.jpg,1958-12-17,1958-12-17,,,,,,,,,,
0012_000603_000215_0001,derris_583,derris:583,William Derris Collection,"William Derris, avid amateur photographer, videographer, and proprietor of the Derris Motel in Townsend, Tennessee, crisscrossed the Great Smoky Mountains by automobile, photographing and filming the iconic locales. His images document seasonal landscapes, flora, wildlife, and the mountain people in Cades Cove, Wears Valley, Clingmans Dome, Little Greenbrier, Fontana, Chimney Tops and other scenery in the Smokies from the mid-1940s to the late 1960s. Using these images, Derris created slide shows for the entertainment of his motel’s numerous guests...",http://digital.lib.utk.edu/collections/derriscollection,digitized other analog,transparencies | http://vocab.getty.edu/aat/300127478,http://digital.lib.utk.edu/collections/islandora/object/derris%3A583,Transcribed from slide mount: Bull Head,Film type: Kodachrome Transparency,Camera setting: 416@1/5sec on ∞ Pola,Bullhead Mountain,"Sugarlands (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh91003526 | Coordinates: 35.66704, -83.51878",,,,still image,zxx,,Bullhead Mountain,"May be protected by copyright. For more information, contact Special Collections at special@utk.edu.",William Derris Slide Collection,MS.2123,"University of Tennessee, Knoxville. Special Collections","Derris, William | URI: http://id.loc.gov/authorities/names/no2014027636 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/derris%3A583/datastream/TN/view/Bullhead%20Mountain.jpg,1958-10-24,1958-10-24,,,,,,,,,,
